lagoslakeid,HU4,lon,lat,random25_holdout,random75_holdout,hu4_ag50_holdout,hu4_strat75_holdout,hu4_random50_holdout,cluster_strat75_holdout,cluster_random50_holdout,tp,tn,chal,secchi,maxdepth_m,IWS_lk_ratio,iws_nlcd2006_for,lake_sdf,lakeconn_v2_1,lakeconn_v2_2,iws_sdf,iws_streamdensity_streams_density_mperha,elevation_m,wlconnections_allwetlands_shoreline%,roaddensity_mperha,baseflow_mean,runoff_mean,totalNdep_19902010_diff,hu4_nlcd2006_agr,totalNdep_1990_mean,prism_ppt_mean,prism_tmean_mean
152,55,-92.700229,44.637186,0,1,1,0,0,1,0,228,NA,9.13,NA,NA,15.90708883,38.02,1.82140473,0,1,1.634862332,13.1577,205.7440033,3.9074849,7.0563,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
154,55,-91.140496,44.264718,0,1,1,0,0,1,0,400,1437,NA,NA,NA,52.76379812,85.24,1.353013144,1,0,1.518748516,16.8542,283.4664307,1.0532078,15.459,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
156,53,-94.647752,43.973548,0,1,1,1,0,0,0,63,4760,22.1,1.1,3.6,20.42267081,0.56,1.848623883,1,0,2.42942552,1.7673,330.7779846,5.7989875,25.3871,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
159,5,-73.036965,44.088297,1,1,0,1,1,1,0,NA,NA,NA,0.5,NA,20.06982715,96.04,1.464215044,1,0,1.729840231,17.7185,612.5390015,1.2972746,0.1423,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
160,25,-93.954867,45.057683,1,1,0,0,1,0,1,806,5110,18.3,1.8,NA,0.874461503,14.07,1.100230369,0,0,2.967938422,0,303.375,2.8568582,25.2735,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
162,25,-93.940888,46.496131,0,1,0,1,1,1,1,NA,NA,NA,9.2964,NA,12.06014198,81.21,1.172826637,0,0,1.823210582,0,375.3979797,NA,42.1176,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
163,25,-93.707677,44.949828,1,0,0,1,1,0,1,10,490,2.21,5.5,22.63,1.8508206,59.25,1.397900353,0,0,2.791585344,0,291.1740112,2.2075462,44.0324,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
164,26,-93.310462,47.864295,0,1,0,1,0,1,1,21,587,5.75,2.9,NA,10.26160081,93.02,1.192269504,0,0,1.653108329,0,415.7309875,1.1427818,9.104,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
165,54,-95.583271,47.027489,0,0,1,1,0,0,0,NA,NA,18,1.22,NA,2.952295882,81.18,1.067482779,1,0,2.37797079,0.7016,453.7799988,3.6655207,7.3185,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
166,25,-94.23493,45.934418,1,0,0,0,1,1,0,NA,NA,110.8,0.46,NA,235.7483093,22.71,3.766378274,0,1,3.36449977,7.6297,333.0029907,22.2563847,16.1032,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
168,25,-93.595444,46.982519,0,0,0,1,1,1,0,33,840,8.41,1.8,5,155.4381308,56.21,1.544858543,0,1,2.511880435,5.529,388.8460083,3.60795,12.4999,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
170,7,-71.843805,44.910106,0,1,0,1,0,1,0,NA,NA,NA,2,NA,16.16898956,98.26,1.513675129,1,0,1.730594824,8.4734,706.1196289,1.4192071,0,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
171,28,-90.604868,47.730197,0,0,0,1,0,1,1,10,NA,1.67,3.4,NA,2.612460307,85.37,1.913483527,1,0,2.87271341,0.4093,459.1329956,7.93497,21.8776,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
172,25,-93.600559,47.266745,0,1,0,1,1,0,1,26,705,6.14,2.2,NA,18.77572277,52.3,1.226686636,0,0,2.071518385,0,394.6700134,2.2232458,7.6396,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
173,25,-93.269152,44.90023,0,0,0,1,1,1,0,150,NA,20,0.9,1,22.78301588,2.3,1.259807865,1,0,2.201578041,3.1809,251.8560028,2.0140878,168.6774,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
174,28,-91.912146,47.153664,0,1,0,1,0,1,0,NA,NA,2,5.2,NA,6.927342387,50.74,2.37636155,0,1,2.567628137,1.9121,446.6459961,7.2196258,49.4905,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
176,57,-93.472881,43.507783,0,1,1,1,1,1,0,NA,NA,NA,0.15,NA,6.132790774,1.81,1.469225975,1,0,2.337632183,5.774,386.730011,7.1851237,30.468,39.1048,7.7396,0.9758,77.1339,7.2923,913.1328,9.1413
179,55,-93.343988,44.414672,0,1,1,1,0,1,0,670,5180,130,0.7,2.1,14.22383278,16.07,2.288399597,0,1,2.404426969,11.4816,306.3260193,14.8666897,24.582,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
180,55,-92.669815,44.634568,1,1,1,0,0,1,1,489,NA,179,NA,NA,7.23226104,0.4,1.428985283,0,0,2.370467273,0,205.7440033,2.3711442,49.0918,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
185,26,-91.481884,47.925688,0,0,0,1,0,1,0,NA,NA,NA,1.83,NA,5.713903183,64.76,6.715504579,0,1,4.946457414,4.2882,447.321991,45.1348705,1.7819,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
187,26,-91.828214,48.087446,0,1,0,0,0,1,0,NA,NA,NA,1.68,NA,17.31432513,51.13,2.635452986,0,1,2.710166549,7.7919,408.6399841,10.527908,1.7353,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
188,25,-93.520251,45.000328,0,1,0,1,1,1,1,200,NA,50,0.3,NA,4.081985356,27.68,1.844913475,0,0,2.761938633,0,300.2698669,4.3685792,60.0134,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
189,55,-92.649169,44.615018,0,0,1,1,0,1,0,249,3530,104,NA,NA,0.028788541,0,1.155735086,0,1,8.499382181,0,206.3989868,3.3267638,0,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
191,25,-93.561972,44.961156,0,1,0,1,1,1,0,NA,1270,37.4,1.2,7,27.77957993,38.08,1.175848922,0,1,1.850952146,8.2426,285.0549927,1.898124,60.2964,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
193,7,-72.703703,43.058271,1,1,0,1,0,0,0,13,NA,1.3099999,1.5,NA,2283.283973,88.78,3.736648225,0,1,2.203185966,14.4402,145.8630066,7.1255848,13.7751,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
194,5,-72.959285,43.303799,1,1,0,0,1,0,1,NA,NA,NA,1.5,NA,5.850843557,98.55,1.653784283,0,0,2.130021079,0,786.0119629,1.474584,0,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
195,7,-72.782488,43.125721,0,1,0,1,0,0,0,19,NA,NA,1.6,NA,4856.989258,87.92,2.722337111,0,1,2.245843703,14.5934,265.4309692,NA,13.3229,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
196,25,-95.164408,45.83723,0,0,0,1,1,1,0,NA,NA,20,0.76,2.44,42.43018105,1.37,1.485637068,0,1,2.064834453,8.4398,403.1390076,4.29323,14.6068,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
197,25,-93.24383,45.075715,0,0,0,0,1,0,1,NA,NA,5.7,2.44,5.5,10.61509379,13.97,1.573355251,1,0,1.989408898,0.0211,266.7530212,1.8248037,96.9033,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
198,7,-71.920209,44.713283,1,1,0,1,0,1,0,5,NA,0.5,NA,NA,46.38672787,92.98,1.387143349,1,0,1.579421423,15.2577,397.6640015,2.82032,13.671,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
199,55,-93.579882,44.319084,0,1,1,1,0,1,0,NA,NA,2,0.61,NA,20.07394115,8.6,1.120413918,1,0,2.036420463,7.4627,316.1139832,2.5945748,21.4068,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
200,25,-94.228556,45.991997,0,0,0,1,1,1,0,NA,NA,19,0.5,NA,13.18481713,23.72,1.388129583,0,1,1.857670826,8.7944,340.0130005,3.1725923,24.6596,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
203,53,-93.124752,44.797357,0,0,1,0,0,1,1,60,NA,15,2,4.4,31.21711761,10.77,1.459379903,0,0,1.404976963,0,265.9393311,NA,107.3714,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
205,7,-72.916444,42.918058,0,0,0,0,0,0,0,6.1199999,NA,NA,6.0100002,11.95,3.580708035,98.88,1.322345969,1,0,2.017724461,3.1456,907.8939819,NA,0,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
209,5,-72.911363,43.730825,1,1,0,1,1,1,0,12,NA,1.3,NA,NA,6.811084513,95.62,2.633061617,1,0,2.506355298,14.5288,455.5830078,16.2404166,4.42,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
213,26,-91.747363,47.921984,0,1,0,1,0,1,0,12,460,2.88,2.7,18,5.174121232,42.99,4.356853522,0,1,4.020415217,3.7873,422.3309937,24.7710713,24.9526,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
217,28,-89.845327,47.95105,0,1,0,0,0,0,1,12,400,3,NA,6.4,2.622776061,95.23,1.436219704,0,0,2.449954324,0.046,474.4909973,NA,0.4794,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
219,32,-88.462322,43.800174,0,1,0,0,1,1,0,399,NA,17.2,0.4,NA,580.6857526,2.98,3.402106405,0,1,2.469346251,11.3519,227.8809967,7.9519784,28.4394,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
222,53,-96.021752,45.336084,0,1,1,1,0,1,1,NA,NA,4,1.8,NA,2.459926388,6.24,1.694623038,0,0,2.880438694,0.0179,323.5900269,6.8794572,13.9739,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
223,26,-91.632041,47.51998,0,0,0,1,0,1,0,NA,NA,NA,0.6,NA,15.84856726,37.3,2.207522056,1,0,2.463167352,2.651,542.6879883,18.080039,3.267,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
225,7,-72.878698,42.755189,1,0,0,1,0,0,1,17,NA,3.0999999,2.3,NA,7.392788464,93.03,1.585672875,0,0,1.983238774,0.6527,547.1355591,NA,20.3907,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
226,25,-93.494352,47.539168,1,0,0,0,1,1,1,10,368,0.8,4,NA,1.96693675,73.28,1.301492092,0,0,2.559426221,0,431.5769958,1.5147197,37.7741,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
228,25,-93.020469,45.264312,1,1,0,1,1,1,0,NA,NA,6.8,0.91,NA,0.621223948,27.93,1.316911762,0,1,3.945076218,4.6754,268.8580017,3.9274776,42.7517,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
230,55,-90.722738,44.290094,0,1,1,1,0,1,1,4,954,NA,10,NA,0.096510306,12.5,1.185913575,0,0,4.60884852,0,288.2338257,NA,129.9274,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
231,7,-71.981904,44.731366,0,1,0,0,0,1,0,11.3999996,NA,1.7,0.9,NA,15.9985511,96.09,2.653880131,1,0,2.074598816,9.8037,567.4439697,2.3764961,4.7601,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
232,29,-92.479975,45.184413,0,1,0,1,0,1,0,37,NA,NA,1,NA,16.14995096,28.72,1.260052735,0,1,2.206106353,0.497,304.8499756,3.577031,18.2381,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
236,25,-93.151951,45.075574,0,1,0,1,1,1,1,100,NA,59,0.6,NA,5.878336019,16.4,1.658733333,0,0,2.222225471,0,285.053009,1.5519468,67.5839,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
237,28,-91.344408,47.285138,1,1,0,1,0,0,1,14,171,0.75,NA,NA,3.501400268,82.35,1.446733636,0,0,2.328668398,0,367.9949951,NA,0,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
239,7,-72.610845,44.064073,0,1,0,1,0,1,0,21,NA,3.4000001,3.5,NA,6.898663667,44.1,1.588911922,1,0,1.917596381,7.1105,487.0230103,1.8432855,62.2069,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
240,26,-92.080561,47.78329,0,0,0,0,0,1,1,14,NA,6.45,2.1,14.2,2.67176709,62.73,3.120915589,0,0,3.825126304,0,458.6369934,17.9298618,9.2752,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
241,7,-73.065322,42.82224,0,1,0,1,0,0,0,10.1000004,NA,NA,3.5,4,23.52873174,85.91,1.469142095,1,0,1.550106711,2.7139,720.7820435,1.0770649,0,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
242,7,-72.408846,43.802245,0,0,0,1,0,0,0,13,NA,1.3,4,NA,50.3754469,95.16,1.329412972,1,0,1.327184965,12.0118,354.0799866,1.2664062,29.3133,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
245,36,-88.172582,43.074421,1,0,1,1,0,0,1,18,NA,3.74,NA,NA,1.201880292,0,1.388107957,0,0,2.544598146,0,252.54599,1.3889614,46.4155,41.8593,10.6447,2.3135,60.7762,7.521,954.6295,9.7527
246,3,-68.193229,44.337075,0,1,0,1,1,0,0,7,280,2.6,4.8,NA,5.627261473,36.15,1.348890392,1,0,1.936700087,3.2718,125.8700027,NA,0,53.6855,26.4695,1.9867,2.0899,4.5072,1195.1956,6.6209
249,5,-73.38038,43.737817,0,1,0,1,1,1,0,56,650,4.6900001,0.5,NA,100.5595544,71.21,1.799469576,1,0,1.93932743,14.7974,28.15600014,3.4943989,14.0906,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
251,29,-92.870587,45.360402,0,1,0,0,0,1,0,NA,NA,7,4.3,9.7,2.568010867,24.83,3.13935929,1,0,4.167909045,1.3939,271.9379883,22.8851163,34.8132,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
252,28,-91.082598,47.578984,0,1,0,1,0,1,1,75,NA,3.17,2.2,10,2.252323985,81.17,2.20476161,0,0,3.1883931,0,492.4570007,8.5661927,29.542,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
254,28,-89.728476,47.960638,0,1,0,1,0,0,1,5,1200,6,NA,4.3,18.48017706,70.77,1.119757824,0,0,1.59124277,0,344.9069824,1.7358542,4.6578,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
255,55,-92.748578,44.679237,0,1,1,1,0,0,1,27,NA,6.49,NA,NA,2.959203466,19.7,1.936646767,0,0,2.649629257,0,205.6998596,2.7678123,33.6002,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
256,29,-92.936692,45.312781,0,1,0,1,0,1,0,63,1420,17,2,14.6,23.60614007,26.72,1.144953686,0,1,1.792614701,6.233,268.8379822,1.5360735,33.6562,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
259,26,-91.838214,47.765196,1,0,0,1,0,1,0,NA,NA,2.18,0.7,8,15.18602538,46.07,9.652868055,0,1,5.503457707,4.1263,432.4250183,186.228585,12.0862,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
260,26,-91.792153,47.870349,0,0,0,1,0,1,0,13,720,1.92,2.1,14,5.440356834,36.91,4.173369763,0,1,4.311159382,4.2947,422.3340149,52.8165091,17.7271,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
262,26,-93.375878,47.663049,0,1,0,1,0,0,1,16,532,2.43,NA,NA,2.462216681,76.26,1.123038532,0,0,2.027527167,0,426.3861084,1.00375,41.1994,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
263,25,-93.488023,44.946087,0,0,0,1,1,1,1,NA,NA,1.2,2,NA,4.371895404,25.68,1.767628725,0,0,2.042662682,0,284.7539978,1.7976493,120.0565,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
266,29,-92.620571,45.291949,0,1,0,0,0,0,1,13,NA,2.27,2.5,NA,12.93382513,45.41,1.209620388,0,0,1.475054252,0,283.8339844,NA,15.0315,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
270,27,-92.0245,45.53365,0,1,0,1,0,1,1,20,NA,3.06,3.1242,NA,8.62175806,5.56,1.047501472,0,0,2.431769167,0.3919,375.5610046,NA,204.3145,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
271,25,-93.491055,44.989079,0,1,0,1,1,1,0,300,NA,40,0.7,NA,61.23606724,8.55,1.232965812,1,0,1.986303424,6.9433,287.7539978,1.3712022,91.3103,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
273,27,-91.332932,45.31912,0,1,0,1,0,1,0,19,NA,NA,3.3528,NA,9.330365296,54.16,1.985288465,0,1,2.59064307,4.8348,320.6609802,7.7686361,19.1658,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
279,25,-94.817261,46.849449,1,1,0,1,1,0,1,NA,NA,1,1.98,NA,2.086079102,69.77,1.159953539,0,0,2.363023829,0.0232,419.3559875,3.9058024,20.4373,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
280,25,-93.137603,45.041407,0,1,0,1,1,1,0,110,NA,39,0.4,1.202,5.52484455,8.29,1.508703937,1,0,1.982484586,6.8361,288.053009,1.357558,117.3838,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
281,27,-91.269747,45.245417,0,1,0,1,0,1,0,114,1346,NA,NA,NA,66.71163635,55.82,2.180504716,1,0,1.792742743,12.7905,343.2219849,2.3095735,15.2537,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
282,53,-93.291554,44.878979,1,0,1,1,0,0,1,NA,NA,NA,1.83,NA,21.70581899,6.63,1.43952334,0,0,1.522289788,0,252.1752777,1.4107284,182.9268,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
283,25,-93.035793,44.994678,0,1,0,0,1,1,0,NA,NA,33.3,0.9,3.047,75.71417264,7.43,1.282251356,1,0,1.696428157,6.8282,269.1450195,1.3253345,101.0529,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
284,3,-68.268379,44.40771,0,0,0,0,1,0,0,8,260,2,3.2,3.3528,19.64959278,92.75,1.585053883,1,0,1.755393364,7.7096,41.27999878,1.4671483,0,53.6855,26.4695,1.9867,2.0899,4.5072,1195.1956,6.6209
290,32,-88.51145,45.918104,0,1,0,1,1,0,1,NA,NA,NA,5.6388,NA,57.69092903,68.73,2.36663424,0,0,2.111344686,0.0037,443.2180176,3.257422,11.4873,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
291,55,-91.636559,44.03702,0,1,1,1,0,1,0,93,1770,82.5,0.75,11,4.851428721,13.98,1.679554081,0,1,2.589928187,0.1548,196.9999695,5.6070105,216.7235,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
292,29,-92.793934,46.35708,0,1,0,1,0,1,1,NA,NA,1,3.7,NA,3.043888763,45.56,1.229850752,0,0,2.460866883,0,323.7617493,2.7807992,54.7815,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
293,25,-93.367098,47.48672,1,1,0,0,1,1,1,NA,NA,NA,4.42,NA,6.430070154,72,1.19120204,0,0,2.060282951,0,408.0970154,1.2075226,26.2163,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
294,55,-91.254795,43.851611,0,0,1,0,0,1,1,NA,NA,NA,0.42672,NA,1.456727406,0,3.787451906,0,0,5.48748601,0,192.6297455,10.2478843,81.734,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
295,26,-92.820357,48.202643,0,1,0,1,0,1,0,NA,NA,47.3,0.9,7.6,4.169613939,68.86,2.441031555,1,0,3.023315757,7.3574,398.4169922,19.3971877,9.9389,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
299,25,-94.785562,47.532767,1,1,0,0,1,1,1,22,790,3.04,3.2,NA,1.077266176,73.57,1.484353918,0,0,3.386705108,0,411.3287659,6.1130548,52.2438,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
301,28,-89.813538,47.966513,0,0,0,1,0,1,1,22,600,7,NA,2.4,2.447110214,87.91,1.404049834,0,0,2.305679632,0,491.5610046,1.8953122,5.1403,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
302,5,-72.084309,44.697904,0,1,0,1,1,1,0,NA,NA,NA,1.5,NA,31.88199801,92.54,1.874734504,1,0,1.762654981,31.4843,364.9039917,2.5523721,8.3356,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
305,25,-95.396358,45.880568,0,1,0,1,1,0,1,NA,NA,129,0.33,2.134,5.493693055,5.43,2.460475129,0,0,2.649748516,0.0554,418.3908386,8.0646631,57.7683,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
306,25,-94.533458,45.338482,0,1,0,0,1,1,0,NA,NA,63.4,1.5,6,139.4118535,3.67,1.074114513,0,1,2.108677534,9.7187,332.4029846,2.9682978,25.5206,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
307,53,-93.784604,44.774699,0,1,1,0,0,1,0,NA,NA,150,0.3,NA,46.23748138,3.75,1.072603602,1,0,1.690774637,3.8851,285.0679932,1.6639878,36.4304,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
312,26,-91.550205,47.853725,0,0,0,1,0,1,1,NA,NA,NA,1.07,NA,1.695918621,56.36,2.103788754,0,0,3.505477039,0,456.8139954,8.7957218,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
314,55,-92.633603,44.610461,1,1,1,1,0,1,0,281,4540,74.5,NA,NA,2.450756659,0,3.347068337,0,1,3.616512616,1.1169,206.3989868,7.1656979,27.2893,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
315,25,-93.988464,46.870291,0,0,0,1,1,1,0,NA,NA,4,3.7,28,2.384383472,71.64,3.350723955,0,1,4.49604692,2.0276,401.0289917,30.0916257,32.9434,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
316,26,-91.743686,47.950005,0,1,0,1,0,1,0,NA,NA,2.56,1.3,10.5,3.724358506,37.89,4.351363464,0,1,4.686891866,5.812,401.0309753,46.3534478,39.0414,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
317,53,-95.691937,46.170782,0,1,1,1,0,1,1,NA,NA,2,4.42,NA,1.564958652,16.22,1.052063796,0,0,2.996879158,0,399.1400146,NA,41.8198,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
320,29,-92.601377,45.6803,0,1,0,1,0,1,0,NA,NA,NA,1.6002,NA,27.94632669,32.71,2.345700169,0,1,2.728418512,11.3457,274.9329834,5.9344687,23.5439,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
321,54,-95.775153,47.687692,0,0,1,0,0,1,1,NA,NA,NA,3.66,NA,4.311257249,6.79,1.080783487,0,0,2.024626943,0,379.6529236,1.5436327,32.2688,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
325,5,-72.955933,43.400296,0,0,0,0,1,1,1,5,NA,1.1,5,NA,9.325754307,88.12,1.482731045,0,0,1.799253474,0,571.3839722,1.480747,0,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
328,53,-93.896262,44.195833,1,1,1,1,0,1,0,239,4600,NA,0.25,3.5,6.302357677,3.41,2.100495108,0,1,2.710810762,3.8302,300.8779907,10.2436598,29.3976,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
329,26,-91.574809,47.965239,0,1,0,1,0,0,1,NA,NA,NA,6.1,NA,1.676524463,53.49,1.894677669,0,0,3.453107063,0.0243,435.5299988,4.8954059,27.3723,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
332,5,-73.141209,43.742588,1,1,0,1,1,1,0,6,NA,0.03,6.6999998,NA,59.49550972,89.6,1.214153058,1,0,1.974528927,11.4819,292.1749878,1.0521711,4.383,51.6708,23.3406,3.1656,13.9882,6.282,1101.0326,6.1525
333,56,-95.644107,44.137506,1,1,1,1,1,1,1,NA,NA,NA,0.4,NA,2.075891115,0.44,1.483723002,0,0,2.902422712,0.1259,451.6040039,4.3664028,14.423,40.0772,5.7013,-0.6392,78.4802,6.1243,867.1776,8.9783
334,54,-95.856773,46.871441,0,1,1,1,0,1,0,18,790,6.41,3,13,3.535153885,44.62,2.069545923,0,1,3.546983888,4.9501,413.2272644,15.9126859,18.868,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
335,53,-93.181963,44.819498,1,1,1,0,0,1,0,NA,NA,89,0.9,NA,64.55479965,17.34,2.044350785,0,1,2.28415481,9.2183,239.3610077,2.6022676,94.5836,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
336,28,-91.208853,47.483407,0,1,0,1,0,1,1,18,740,5.9,NA,NA,10.07281188,66.7,1.740907528,0,0,2.069352062,0,488.4100037,2.4231909,6.0422,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
338,55,-91.658025,44.042826,0,1,1,1,0,0,0,86,2370,73.7,0.5,7.3,20.83817507,28.5,1.867032901,0,1,2.024130593,7.7465,196.9999695,3.957609,138.0426,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
339,25,-94.73347,47.011436,1,1,0,1,1,1,0,10,300,2.4,3.3,NA,5.924028853,58.73,1.523708738,0,1,2.653990806,0.0157,424.2569885,NA,41.1317,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
343,25,-94.131914,46.975088,0,1,0,1,1,1,0,NA,NA,3.06,3.5,23,12.09379491,56.74,2.336945897,0,1,2.632524807,3.7801,398.3260193,17.6236907,14.2461,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
345,28,-92.15201,47.529341,0,1,0,0,0,1,0,NA,NA,2.34,1,8.8,144.6110001,40.19,3.313651102,0,1,2.249758966,4.9975,438.8070068,16.756324,6.4882,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
346,26,-93.41182,47.79391,1,1,0,1,0,1,1,10,299,2.32,2.7,NA,6.067641911,77.4,1.210194918,0,0,1.926642339,0,427.0007019,0.9903098,19.7058,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
348,28,-90.465008,48.043741,0,0,0,1,0,0,1,NA,NA,NA,2.74,NA,4.559503882,88.99,1.499621271,0,0,2.026257459,0.1281,568.8890381,1.3992572,32.1028,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
349,53,-95.68787,45.992986,0,1,1,1,0,0,0,122,1343,NA,0.5,1.1,75.36708411,3.59,1.099696929,1,0,1.839538581,4.9532,407.1109924,1.1616471,32.1715,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
350,28,-92.459474,46.447076,0,1,0,1,0,1,1,17,725,5.09,2.6,NA,0.963060404,56,1.191345442,0,0,2.999984618,0,329.9049988,1.5992444,48.2905,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
