lagoslakeid,HU4,lon,lat,random25_holdout,random75_holdout,hu4_ag50_holdout,hu4_strat75_holdout,hu4_random50_holdout,cluster_strat75_holdout,cluster_random50_holdout,tp,tn,chal,secchi,maxdepth_m,IWS_lk_ratio,iws_nlcd2006_for,lake_sdf,lakeconn_v2_1,lakeconn_v2_2,iws_sdf,iws_streamdensity_streams_density_mperha,elevation_m,wlconnections_allwetlands_shoreline%,roaddensity_mperha,baseflow_mean,runoff_mean,totalNdep_19902010_diff,hu4_nlcd2006_agr,totalNdep_1990_mean,prism_ppt_mean,prism_tmean_mean
1635,25,-94.040758,46.928365,0,1,0,1,1,1,1,9,447,NA,3.65,13.7,6.766225861,65.18,2.179820307,0,0,2.552953976,0.0018,408.625,9.1190847,21.3713,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1636,25,-93.056619,45.024559,0,1,0,1,1,1,0,NA,NA,31.1,0.6,3.1,84.26073751,6.78,1.674525778,0,1,2.669903501,10.6653,261.5490112,3.4227612,103.8794,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1637,48,-84.07091,39.220544,1,1,0,1,0,1,0,NA,1214.056,28.70075919,0.38,12.16,94.50899593,25.46,3.84782996,1,0,1.876079379,12.5786,265.5057373,10.8521939,22.687,24.5138,15.2388,2.8025,32.6065,6.5078,1079.9509,11.9708
1638,44,-81.548621,40.99984,0,1,1,1,1,0,1,NA,1397,90.533154,0.54,10.39,3.145048063,25.8,2.68001817,0,0,3.264632524,0.0056,296.5403748,NA,89.6856,36.4046,13.8697,4.0564,39.8483,7.7243,1013.8304,10.3437
1640,9,-71.136988,42.607286,0,0,0,1,0,0,0,41,NA,8.8,1.5,5.3,7.01719197,40.89,4.48701534,1,0,3.358781483,4.6884,23.62000084,10.5842724,60.4001,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
1641,34,-88.498936,42.954917,1,1,1,0,0,0,1,12,NA,3.65,3.9624,10.668,0.344170094,11.76,1.173484493,0,0,4.478431741,0,262.6742554,NA,55.828,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1642,43,-82.21168,41.132127,0,1,0,0,1,1,0,NA,951,59.337418,0.66,NA,48.43788113,38.75,2.799312458,1,0,2.186024788,23.1149,268.0574341,NA,26.2748,31.769,16.754,3.5958,25.314,7.4786,1025.7814,9.8511
1643,36,-87.432317,41.369803,0,1,1,1,0,0,0,167,2496,65.1,0.3,4.3,5.372803526,5.76,1.563554653,1,0,2.513368983,3.9166,211.7160034,NA,52.3669,41.8593,10.6447,2.3135,60.7762,7.521,954.6295,9.7527
1644,25,-93.863417,45.218198,0,1,0,1,1,0,1,NA,NA,6,3.2,7,2.329943025,30.81,1.176694614,1,0,2.444914718,0.1507,297.2819824,3.3699153,36.8087,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1645,28,-92.213777,46.96983,0,1,0,1,0,0,1,25,809,12.44,1.7,7.62,8.756985973,48.68,1.243540539,0,0,1.685307455,0,418.5939941,1.071343,42.0898,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1646,25,-94.287473,47.602273,0,0,0,1,1,1,0,NA,683,12.9,1.8,27.5,42.94237014,48.08,2.501222504,0,1,3.531963422,8.1068,397.1879883,13.2240104,10.8712,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1647,32,-88.767314,44.928054,0,1,0,0,1,1,1,22,NA,2.47,2.8194,12.192,7.314407883,22.08,1.794523133,0,0,1.998471797,0.0171,295.3809814,3.2103169,26.1017,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1648,16,-74.768984,40.980507,0,0,0,1,1,1,1,NA,316.5,0.7,1.5,2.8,0.568630048,63.63,1.174035702,0,0,3.222209075,0,177.1819916,NA,39.7024,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
1649,25,-93.135361,45.138492,0,0,0,1,1,1,0,150,NA,7,0,1.5,1.883739598,21.77,1.183265003,0,1,2.496989878,1.5241,267.9570007,3.6043143,62.7635,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1652,9,-71.448191,42.39887,0,1,0,0,0,0,1,33,NA,13.2,0.8,2.9,5.963024225,31.27,1.590294837,0,0,2.364879814,0.0108,54.75699997,2.9429188,56.4253,52.6247,22.591,2.6093,4.7739,5.3417,1209.175,7.6787
1654,38,-85.577147,41.239254,0,1,1,1,0,1,0,10,611,3.27,0.9,26.8,27.61286411,10.92,1.415223637,1,0,2.487724931,6.3947,276.1302185,3.0389062,25.102,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1655,37,-85.121766,43.113161,0,1,1,1,1,1,0,16,605,5.8,2.7,18.8976,7.418295407,22.04,1.362242618,1,0,2.207533862,4.4755,244.3170013,5.8004566,42.2571,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1657,37,-86.100432,42.214117,0,0,1,1,1,0,0,16,622,11,3.2,11.2776,58.44698674,35.23,1.192020443,1,0,1.654433652,5.0855,210.7779999,1.2198587,27.7138,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1658,10,-70.109802,41.741041,0,1,0,1,1,1,0,28,330,27.1,2.4,4,8.201243627,60.84,1.57233656,0,1,2.516173774,6.164,7.809999943,2.3576447,48.9603,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
1659,16,-74.849863,40.903389,0,1,0,1,1,1,0,11,331,14.83,1.5,1.5,70.96719905,51.51,3.808564596,0,0,2.178015983,4.3068,175.9964142,2.7268018,73.4438,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
1660,33,-89.29985,45.971061,0,1,1,1,1,0,1,21,NA,2.83,2.25552,3.9624,2.273156256,48.62,1.282729249,0,0,2.508974491,0,501.4049988,2.2522634,13.3288,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1661,29,-93.036497,45.841755,0,1,0,1,0,0,0,NA,NA,110,0.76,7.16,180.3401847,35.49,6.373339033,0,1,7.057086903,6.7261,284.358551,65.127944,16.8612,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
1663,28,-91.840354,47.223472,1,1,0,1,0,1,0,NA,NA,NA,2.44,5.5,2.714935727,65.73,1.992296555,0,1,2.723847756,1.3724,466.1450195,6.2041487,30.7928,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1664,29,-93.17486,45.89773,1,1,0,1,0,1,0,85,130,51.3,0.7,3.622,101.0155684,27.4,1.763565243,1,0,3.08318346,6.132,303.4599915,5.8838923,21.8206,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
1665,37,-84.784832,42.386933,1,1,1,1,1,0,1,12,529,1.8,4.3,8.8392,2.35675354,26.73,1.298850163,0,0,2.85161025,0.0061,282.6044617,7.1622774,28.8779,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1666,32,-89.636648,43.798017,0,1,0,1,1,0,1,24,NA,6.11,1.2192,6.7056,9.015323803,35.37,2.256316668,0,0,2.295309576,0,277.6530151,4.1683085,25.9324,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1667,24,-89.77466,46.214566,0,0,0,0,1,0,0,20,NA,8.46,3.048,31.3944,2.175977965,59.51,3.021017074,0,1,4.602092203,1.4059,497.4339905,26.0734848,41.7223,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1668,55,-93.529079,44.230802,0,1,1,0,0,1,0,817,2338,NA,2.55,3,16.74110312,9.26,2.774128456,0,1,2.947600608,7.5616,304.5320129,22.0252643,29.8017,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
1669,32,-88.229773,46.179256,0,1,0,1,1,1,0,17,247,3,2.1,11.5824,36.00820984,61.93,8.784815388,0,1,6.282366762,7.5367,417.6049805,146.1517375,10.8483,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1670,25,-93.690649,47.397063,0,1,0,1,1,1,0,NA,NA,2.36,4.42,18.6,0.685237342,53.34,1.353304932,0,1,4.03500231,2.9262,398.9710083,10.8728994,58.7298,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1671,28,-92.300737,46.866964,0,0,0,0,0,1,0,12,470,4.16,4,18.3,5.807876253,38.51,1.596294399,1,0,2.397469267,3.6522,424.9950256,7.9016612,57.6275,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1672,3,-68.242913,44.400007,0,0,0,1,1,1,0,16,390,4,4.5,9.4488,10.01578682,77.15,1.428160861,1,0,2.41308242,4.3621,53.95999908,1.5715211,35.1653,53.6855,26.4695,1.9867,2.0899,4.5072,1195.1956,6.6209
1674,41,-84.9182,41.549265,0,1,1,1,1,1,0,50,534,9.02,1.3,21.3,12.07676672,7.21,2.57833156,0,1,2.603409061,9.335,273.3999939,16.2823364,25.8824,31.5966,10.1656,2.8926,74.5622,7.0108,924.1812,9.9303
1675,31,-84.780144,45.131311,0,1,0,1,1,1,0,8,302,1.5,1.1,9.1,39.48621951,78.98,1.201085445,1,0,1.808872036,0.3819,347.92099,2.9539793,15.6134,73.628,13.1152,1.6941,7.1247,5.13,786.9021,6.1172
1676,28,-93.068054,47.179277,0,1,0,1,0,1,0,NA,427,1.92,3.5,25.6,25.12112597,76.26,2.34874413,1,0,2.650591314,2.7766,397.0859985,6.0327685,12.1851,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1677,34,-88.49309,43.076492,0,1,1,1,0,1,0,9,959,NA,1.8,13.4112,7.120433213,6.75,1.459726274,1,0,2.416721518,1.1538,262.9730225,4.8509821,75.6954,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1678,24,-89.343898,46.170915,1,1,0,1,1,0,1,39,NA,1.23,6.7056,19.2024,4.810419478,70.02,1.224872614,0,0,2.096818438,0,519.9920044,NA,32.7946,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1680,31,-84.522076,45.17659,0,0,0,0,1,0,1,16,284,2.2,3.4,10.0584,22.45070704,80.66,1.458162012,0,0,1.734962066,0.0151,278.8119812,2.1453618,21.911,73.628,13.1152,1.6941,7.1247,5.13,786.9021,6.1172
1681,32,-88.684523,45.291927,0,1,0,0,1,1,0,24,NA,3.56,2.1336,2.7432,9.841678104,89.93,1.101888417,1,0,1.885756306,6.148,415.4159851,3.0817083,6.0716,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1682,28,-92.76938,47.420663,0,1,0,1,0,1,0,NA,NA,9.96,2,7,54.16942842,43.74,2.195457141,0,1,2.268456108,10.0002,413.2510071,6.4963811,25.5728,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1683,32,-88.072361,45.853261,0,1,0,0,1,0,1,8,401,2,4.6,17.6784,3.844888534,59.7,1.251467363,0,0,1.997888637,0.0048,334.6640015,NA,70.3434,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1684,31,-84.592448,44.783839,0,1,0,1,1,1,0,6,692,3.6,3.5,11.2776,10.6656537,65.6,1.339457977,1,0,1.816783786,1.1165,364.7420044,1.9168419,42.6108,73.628,13.1152,1.6941,7.1247,5.13,786.9021,6.1172
1685,54,-95.777946,46.403545,0,0,1,0,0,0,1,NA,NA,4,4.3,15.2,6.912672201,13.42,1.673002453,0,0,2.401568771,0,405.8376465,7.1277189,16.4872,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
1687,26,-90.588949,48.077779,0,1,0,1,0,1,0,NA,NA,2,6.1,24.4,3.587899307,69.06,2.379787228,1,0,3.04795758,0.8248,553.7849731,NA,20.7571,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1688,25,-93.537173,47.311829,0,1,0,1,1,1,0,NA,NA,12,1.98,9.4,34.52008645,51.9,3.506618116,0,1,3.620652845,5.2862,394.0599976,26.2267501,13.1545,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1689,37,-85.290949,42.445154,0,1,1,1,1,1,1,24,701,5.1,3,14.6304,6.210195828,18.12,1.594628755,0,0,2.359696723,0.0097,279.6870117,6.4636522,26.8652,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1691,30,-85.972433,45.985214,1,0,0,1,1,1,0,NA,NA,2.2,NA,3.048,7.837114431,32.7,1.53401379,1,0,2.304846907,2.03,184.7140045,13.1276146,11.0645,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1692,10,-70.902051,41.734135,0,1,0,1,1,1,0,28,NA,7.4,1.8,4.57,4.886194595,31.18,1.857429639,0,1,2.443617896,3.0463,12.55000019,2.8943129,29.9572,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
1694,56,-95.766844,44.154589,0,1,1,1,1,0,0,140,1174,NA,0.25,3,2.506232242,0.32,1.627365986,0,1,3.26908687,2.9881,464.7299805,12.5189299,24.4603,40.0772,5.7013,-0.6392,78.4802,6.1243,867.1776,8.9783
1695,37,-85.324444,41.494267,0,0,1,1,1,1,0,220,276,1.86,4.1,10.7,22.68963486,10.61,1.675169897,1,0,1.825425811,3.5536,279.3800049,2.314442,19.5527,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1696,25,-93.311823,44.94198,1,0,0,1,1,1,0,90,NA,4,2,27.4,5.349285728,8.05,1.078076648,0,1,2.579572708,6.8978,260.3560181,NA,135.3705,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1697,30,-86.099543,43.778216,1,1,0,1,1,1,1,8,465,3.6,3.6,7.9248,4.793199963,59.81,1.644674179,0,0,2.727337492,0,262.9079895,5.0768816,36.7701,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1698,27,-92.072917,45.56068,0,0,0,1,0,1,0,NA,NA,NA,1.0668,12.8016,22.30657832,59.74,1.510146315,1,0,2.163415188,9.2738,375.5610046,NA,21.692,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1699,55,-92.974428,44.515675,1,1,1,1,0,1,0,214,8320,76.1,0.65,15.2,128.4575331,7.68,2.269365865,0,1,2.464979779,10.0839,260.95401,18.079965,26.3801,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
1700,38,-85.592982,41.329013,0,1,1,0,0,1,1,10,432,1.87,5.3,11,10.82590511,20.26,1.791070948,1,0,2.126306892,0.3351,270.230011,1.9020207,36.0015,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1701,34,-88.696842,42.774163,0,1,1,1,0,1,0,22,NA,7.23,2.1336,3.048,2.687376986,55.53,2.311971964,0,1,3.213712516,0.237,262.6719971,NA,45.5607,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1702,55,-90.613412,44.211706,1,0,1,0,0,0,0,17,808,NA,1,2.7432,60.28181003,87.23,1.933533599,1,0,1.738159903,9.1106,288.6560059,2.7179727,8.5068,58.3755,7.2626,0.8365,52.1727,6.2456,850.4951,7.0914
1703,25,-94.023453,44.996098,0,1,0,1,1,1,1,27,770,6.73,1.3,14,2.043377191,4.17,1.215538071,0,0,2.495189641,0,308.2609863,3.7001806,38.0585,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1705,30,-86.181337,43.376592,0,0,0,0,1,1,1,11,595,3.2,2.7,5.7912,2.894957583,77.36,1.301330396,0,0,2.070072552,0,206.3897552,NA,58.0894,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1707,30,-85.781081,44.610994,0,0,0,1,1,1,0,8,285,1.4,4,32.004,4.255761223,59.69,1.715477579,0,1,3.5764425,2.1725,251.4290009,17.2909209,41.9976,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1708,32,-88.896251,45.587145,0,0,0,1,1,0,0,26,NA,11.6,0.75,1.2192,4.704374245,44.33,1.669972742,0,1,2.265421079,5.2063,484.321991,4.609926,46.7445,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1709,38,-86.039186,40.107545,0,0,1,1,0,1,0,32,243,7.87,1.1,13.7,92.27648652,2.85,6.425013128,1,0,2.544980707,6.1612,247.4208069,55.3523044,33.3622,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1710,34,-89.180731,42.782086,1,1,1,1,0,1,0,30,NA,8.33,1.3716,7.0104,21.0431037,11.87,1.086526158,1,0,2.065175759,1.0077,265.7279968,2.0912243,12.3642,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1711,43,-81.71537,41.221813,0,0,0,1,1,1,0,NA,578,13.683953,0.49,NA,169.8976859,51.21,2.074414121,1,0,2.305858837,15.8421,280.0791016,4.2307807,36.341,31.769,16.754,3.5958,25.314,7.4786,1025.7814,9.8511
1712,37,-85.248882,41.439587,0,1,1,0,1,1,0,16,1366,5.46,1.8,11.6,28.90362036,16.81,1.408011299,1,0,2.281576046,5.7987,293.1499939,3.4661979,52.8272,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1714,34,-88.7337,42.734792,0,0,1,1,0,1,1,55,NA,23.9,0.9144,2.4384,18.57435796,15.38,1.426324109,0,0,2.438550892,0,278.8270264,2.559217,30.1195,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1715,16,-74.893572,39.027631,1,1,0,0,1,1,0,26,443,12.29,1.5,1.2,130.9402826,15.84,2.078396643,1,0,1.407239535,8.2011,1.404999971,1.5406747,43.8914,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
1716,26,-91.086958,48.160981,0,1,0,1,0,1,0,NA,NA,NA,4.42,27.4,3.567400238,75.33,2.180061667,1,0,3.162954643,3.3844,451.9100037,NA,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1717,26,-91.971994,48.022716,0,1,0,0,0,1,1,8,373,2.45,1.4,1.5,1.900197934,57,1.530919474,0,0,2.703486891,0,450.7539978,3.8279724,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1719,33,-89.598463,45.954571,0,1,1,1,1,1,0,21,660,NA,1.7,4.2672,6.061403078,78.93,2.325452542,1,0,2.832104717,2.1205,498.0629883,6.4001185,19.5009,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1722,30,-85.870705,44.761363,0,0,0,1,1,1,1,6,362,3.1,5.2,16.4592,4.970117875,74.14,1.307013731,0,0,2.0587196,0,264.7731934,NA,40.6445,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1723,26,-92.050735,47.858933,1,1,0,1,0,1,1,NA,NA,NA,1.4,2.4,10.24994067,63.26,2.050809752,0,0,2.834479819,0.0098,450.1369934,4.9932559,9.9122,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1725,25,-94.274579,45.367088,0,1,0,1,1,0,1,NA,NA,1,5.64,10,5.896583882,5.18,1.662823178,0,0,2.742900884,0,343.0669861,4.9266472,19.039,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1726,34,-88.983646,42.97673,0,0,1,0,0,0,0,27,NA,4.63,1.524,1.8288,2.765530468,14.63,1.801975597,1,0,3.06350525,0.8253,256.5740051,7.5359467,16.6462,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1727,28,-92.623354,47.012652,0,1,0,1,0,0,1,22,790,7.53,2,15.5,17.39887561,36.2,1.642173922,1,0,2.208596863,1.4893,399.7609863,3.6663101,14.8982,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1728,45,-82.909396,39.341761,0,0,1,1,0,0,0,NA,761,28.898581,0.95,7.86,19.40458954,82.96,1.895291478,1,0,1.897677477,8.8221,213.0033875,4.6844069,28.1,28.3543,13.5304,3.4619,58.1342,7.2239,1003.5214,11.0631
1729,27,-90.950297,46.143938,0,1,0,1,0,1,1,NA,NA,NA,2.5908,3.6576,7.583379551,79.26,1.284956456,0,0,1.826515402,0,437.0821228,1.0665514,12.969,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1730,7,-72.059207,42.634001,0,1,0,1,0,1,0,28,NA,8.6,1.8,2.8,40.06546957,72.63,2.389958666,1,0,1.958542948,9.0126,289.769989,NA,19.3471,47.925,24.1792,3.0082,6.5853,5.8813,1205.8622,6.8017
1731,28,-90.111209,47.980236,1,0,0,1,0,1,0,NA,NA,NA,2.44,10.7,4.171719439,77.98,2.291215461,1,0,2.744548506,2.0957,596.9779663,4.6880612,14.4545,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1732,10,-71.153582,42.456375,0,1,0,1,1,1,1,93,NA,14,1.4,1.52,6.175055188,26.01,1.540912756,0,0,1.826704248,0,13.25599957,NA,102.3529,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
1733,47,-82.299437,39.767262,0,1,0,1,0,1,0,NA,513,9.889877,NA,NA,19.17358792,46.04,1.85923171,0,1,1.876939268,10.2269,259.305542,2.3906251,28.9306,33.5777,15.9016,3.5933,22.9186,7.1045,1043.7709,10.5561
1735,37,-85.066525,41.629899,0,1,1,1,1,1,0,50,610,2.19,2.7,11.6,7.966534836,9.17,2.2996659,0,1,3.095674248,7.2125,292.1499939,7.0121562,61.6107,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1736,53,-96.019391,45.12893,1,1,1,1,0,1,0,NA,NA,54.4,0.5,11,14.97680157,0.9,2.408746648,0,1,3.305591302,7.4747,283.6428223,24.8654096,16.8673,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
1737,27,-91.254727,45.068845,0,0,0,0,0,1,0,50,NA,30.5,1.2,10.9728,194.7118606,45.36,3.141784833,0,1,3.604263457,7.269,290.4790039,16.4182324,13.4965,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1738,33,-89.344639,46.147622,0,1,1,0,1,0,1,NA,NA,NA,3.3528,8.2296,4.994161792,69.74,1.075954159,0,0,1.707632415,0,521.1920166,1.3070993,51.839,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1740,53,-95.531522,44.686356,0,1,1,1,0,1,0,82,1987,NA,0.4,3,16.50159826,0.45,1.557167127,1,0,2.630052665,3.3258,314.4179993,7.5434752,29.0096,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
1741,32,-88.334796,45.778437,0,1,0,0,1,1,0,NA,NA,NA,2.4384,5.7912,6.976652709,48,1.454364573,0,1,2.025857701,5.7896,394.730011,2.4353122,44.7832,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1743,24,-89.712535,46.25927,0,1,0,1,1,1,0,19,NA,4.93,NA,20.4216,3.791427223,57.21,3.159791822,1,0,3.592650389,7.995,499.2960205,10.2172336,22.2381,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1744,33,-89.863122,43.202322,1,0,1,0,1,1,0,18,NA,0.96,NA,3.6576,7444.22503,34.44,4.168121419,0,1,2.388922074,10.9787,225.0767517,4.1831726,14.5823,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1746,54,-95.524766,46.486914,1,1,1,1,0,1,0,28,NA,10.6,NA,20.1,5.652835222,19.84,1.462180161,0,1,3.474187649,3.7979,403.6300049,23.6816719,19.1698,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
1747,28,-91.647353,47.297652,0,1,0,1,0,1,1,14,480,2.59,2.6,4.6,2.879800578,39.59,1.560645253,0,0,2.769447559,0,516.1240234,3.6869537,55.7336,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1748,37,-85.104203,41.710314,0,1,1,0,1,0,1,93,876,NA,3.1,14.3,5.87796606,3.16,1.669694011,0,0,2.476322135,0,295.3500061,NA,129.9711,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1749,47,-82.333561,39.696842,0,1,0,0,0,1,0,NA,563,21.166714,0.79,NA,92.53236566,51.25,1.601945859,1,0,1.869453116,11.9296,252.2951508,2.1393194,20.389,33.5777,15.9016,3.5933,22.9186,7.1045,1043.7709,10.5561
1750,25,-93.122317,45.154147,0,1,0,1,1,1,0,160,NA,15,0,1.5,6.017622908,9.85,1.881916111,0,1,2.484708481,4.067,266.7440186,8.014113,97.4736,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1751,29,-92.822856,45.164481,0,1,0,1,0,1,1,NA,NA,2.6,6.1,5.8,8.501272925,31.72,1.349964647,0,0,1.873182801,0,274.6340027,NA,11.6035,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
1752,37,-84.412893,42.936399,0,1,1,1,1,1,0,74,1471,62,0.61,4.8768,16.19661822,23.16,2.793071308,1,0,2.915009446,7.5342,237.9646912,12.1062941,22.4646,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1753,32,-89.243567,44.546994,0,1,0,1,1,1,1,NA,NA,NA,1.905,17.6784,9.40378301,57.13,1.367426157,0,0,1.966012194,0,332.8259888,1.3698877,0,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1754,33,-89.605547,45.935163,0,0,1,1,1,0,1,9,NA,NA,2.7,5.4864,6.413287772,65.8,1.246175332,0,0,1.772492507,0,492.5830078,1.8035999,0,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1755,25,-94.462471,44.974376,0,0,0,1,1,0,0,NA,NA,41.7,0.5,3,2.182124251,10.38,3.651680351,1,0,4.623836517,4.6227,327.776001,34.9354135,15.7249,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1756,27,-91.587897,45.55899,1,1,0,1,0,0,1,NA,NA,NA,1.524,3.6576,8.967310243,51.76,1.382326715,0,0,1.906189523,0,364.8100281,1.6312606,28.5162,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1758,26,-91.312578,48.056204,0,1,0,0,0,1,1,NA,NA,NA,6.25,16.8,2.252249228,49.58,2.69924163,0,0,4.116816124,0,424.2229919,9.4878702,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1759,37,-85.306766,43.33068,0,1,1,1,1,1,1,21,1835,4.1,3,6.7056,3.048614747,2.47,1.712065165,0,0,2.515435896,0,276.368988,5.0025927,52.8451,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1760,28,-90.342571,47.914508,0,1,0,0,0,1,1,4,285,NA,4.6,7.9,2.16624824,89,1.509146714,0,0,2.683120746,0.0113,576.2689819,3.9016836,0,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1761,37,-85.832855,41.760363,0,1,1,1,1,1,1,10,1186,0.5,2.6,19.8,5.334803501,2.4,1.349419868,0,0,2.593347315,0,231.5169983,3.3388159,29.6884,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1762,25,-94.238477,45.308188,0,1,0,1,1,1,0,230,NA,14,1.98,17,22.19684167,30.83,3.11307939,0,1,2.363149284,5.9092,306.7309265,12.418678,21.7793,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1763,49,-86.642231,38.12691,0,1,1,1,0,0,0,20,361,0.21,4.7,4.6,44.13214948,65.3,2.154623149,1,0,1.756520147,7.9247,138.6137848,5.5401143,22.6555,18.9882,16.5904,2.1595,43.5607,6.0488,1183.1917,13.4058
1764,25,-93.242247,44.908646,0,1,0,1,1,1,0,13,635,NA,2.28,10.1,10.56237431,2.2,1.379643402,1,0,2.339290775,1.9166,248.154007,4.4136954,148.8368,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
